dataset,location,n_years,year_min,year_max,years
urb_cpop1,DE014C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE015C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE016C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE017C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE018C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE019C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE020C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE021C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE022C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE023C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE024C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE025C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE026C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE027C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE028C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE029C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE030C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE031C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE032C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE033C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE034C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE035C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE036C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE037C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE038C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE039C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE040C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE041C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE042C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE043C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE044C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE045C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE046C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE047C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE048C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE049C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE050C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE051C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE052C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE053C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE054C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE055C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE056C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE057C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE058C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE059C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE060C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE061C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE062C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE063C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE064C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE065C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE066C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE067C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE068C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE069C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE070C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE071C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE072C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE073C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE074C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE075C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE076C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE077C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE078C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE079C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE080C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE081C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE082C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE083C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE084C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE085C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE086C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE087C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE088C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE089C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE090C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE091C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE092C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE093C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE094C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE095C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE096C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE097C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE098C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE099C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE100C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE101C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE102C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE103C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE104C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE105C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE106C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE107C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE108C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE109C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE110C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE111C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE112C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE113C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE114C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE115C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE116C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE117C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE118C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE119C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE120C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE121C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE122C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE123C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE124C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE125C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE126C,8,2016,2023,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,DE127C,8,2016,2023,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,EE,4,2015,2018,"[2015, 2016, 2017, 2018]"
urb_cpop1,EE001C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,EE002C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,EE003C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES,4,2015,2018,"[2015, 2016, 2017, 2018]"
urb_cpop1,ES001C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES002C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES003C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES004C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES005C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES006C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES007C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES008C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES009C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES010C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES011C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES012C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES013C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES014C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES015C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES016C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES017C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES018C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES019C,7,2017,2023,"[2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES020C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES021C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES022C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES023C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES024C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES025C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES026C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES027C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES028C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES029C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES030C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES031C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES032C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES033C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES034C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES035C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES036C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES037C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES038C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES039C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES040C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES041C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES042C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES043C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES044C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES045C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES046C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES047C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES048C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES049C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES050C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES051C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES052C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES053C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES054C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES055C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES056C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES057C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES058C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES059C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES060C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES061C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES062C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES063C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES064C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES065C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES066C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES067C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES068C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES069C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES070C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES071C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES072C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES073C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES074C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES075C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES076C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES077C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES078C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES079C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES080C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES081C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES082C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES083C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES084C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES085C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES086C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES087C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES088C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES089C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES090C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES091C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES092C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES093C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES094C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES095C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES096C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES097C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,ES098C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,FI,4,2015,2018,"[2015, 2016, 2017, 2018]"
urb_cpop1,FI001C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,FI002C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,FI003C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,FI004C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,FI005C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,FI006C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,FI007C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,FI008C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,FI009C,9,2015,2023,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
urb_cpop1,FR,8,2015,2022,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]"
urb_cpop1,FR001C,8,2015,2022,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]"
urb_cpop1,FR002C,8,2015,2022,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]"
urb_cpop1,FR003C,8,2015,2022,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]"
urb_cpop1,FR004C,8,2015,2022,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]"
urb_cpop1,FR005C,8,2015,2022,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]"
urb_cpop1,FR006C,8,2015,2022,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]"
