who_region,iso3,country_name,city,year,version,pm10_concentration,pm25_concentration,no2_concentration,pm10_tempcov,pm25_tempcov,no2_tempcov,type_of_stations,reference,web_link,population,population_source,latitude,longitude,who_ms
4_Eur,ESP,Spain,A Coruna/ESP,2013,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",23.238,11.491,28.841,87,46,93,"Urban, Urban, Suburban",NA,NA,246146,"manual, manual, manual, manual",43.3679,-8.418571143,1
4_Eur,ESP,Spain,A Coruna/ESP,2014,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",27.476,15.878,19.575,96,88,95,"Urban, Urban, Suburban",NA,NA,247604,NA,43.36803333,-8.418233333,1
4_Eur,ESP,Spain,A Coruna/ESP,2015,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",25.515,14.004,22.731,98,71,98,"Urban, Urban, Suburban, Suburban",NA,NA,247604,NA,43.370375,-8.4229,1
4_Eur,ESP,Spain,A Coruna/ESP,2016,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",23.057,13.16,20.204,98,98,98,"Urban, Urban, Suburban, Suburban",NA,NA,247604,NA,43.370375,-8.4229,1
4_Eur,ESP,Spain,A Coruna/ESP,2017,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",26.849,14.114,21.543,97,97,98,"Urban, Urban, Suburban, Suburban",NA,NA,247604,NA,43.370375,-8.4229,1
4_Eur,ESP,Spain,A Coruna/ESP,2018,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",27.763,14.876,20.328,98,86,99,"Urban, Urban, Suburban, Suburban",NA,NA,247604,NA,43.370375,-8.4229,1
4_Eur,ESP,Spain,A Coruna/ESP,2019,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",26.912,13.017,18.339,98,95,98,"Urban, Urban, Suburban, Suburban",NA,NA,247604,NA,43.370375,-8.4229,1
4_Eur,ESP,Spain,A Coruna/ESP,2020,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",24.9,12.926,13.749,99,98,99,"Urban, Suburban, Suburban",NA,NA,247604,NA,43.37146667,-8.423666667,1
4_Eur,ESP,Spain,A Coruna/ESP,2021,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",23.228,11.617,15.67,99,98,99,"Urban, Suburban, Suburban",NA,NA,247604,NA,43.37146667,-8.423666667,1
4_Eur,DEU,Germany,Aachen/DEU,2010,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",25.955,NA,37.283,98,NA,93,NA,NA,NA,259160,"old database, old database, old database, old database",50.763918,6.094849,1
4_Eur,DEU,Germany,Aachen/DEU,2013,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",25.059,13.988,39.905,100,98,97,"Urban, Urban, Urban",NA,NA,254060,"old database, old database, old database",50.76751117,6.095638333,1
4_Eur,DEU,Germany,Aachen/DEU,2014,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",21.168,11.512,39.148,99,99,96,"Urban, Urban, Urban",NA,NA,248960,NA,50.7675,6.095633333,1
4_Eur,DEU,Germany,Aachen/DEU,2015,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",19.983,11.03,36.262,99,98,97,"Urban, Urban, Urban",NA,NA,248960,NA,50.7675,6.095633333,1
4_Eur,DEU,Germany,Aachen/DEU,2016,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",18.149,10.214,38.217,99,49,97,"Urban, Urban, Urban, Urban",NA,NA,248960,NA,50.774225,6.1025,1
4_Eur,DEU,Germany,Aachen/DEU,2017,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",17.43,10.231,36.298,100,50,99,"Urban, Urban, Urban, Urban",NA,NA,248960,NA,50.774225,6.1025,1
4_Eur,DEU,Germany,Aachen/DEU,2018,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",17.954,10.808,35.856,98,50,99,"Urban, Urban, Urban, Urban",NA,NA,248960,NA,50.774225,6.1025,1
4_Eur,DEU,Germany,Aachen/DEU,2019,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",16.09,8.633,28.995,99,49,98,"Urban, Urban, Urban, Urban",NA,NA,248960,NA,50.774225,6.1025,1
4_Eur,DEU,Germany,Aachen/DEU,2020,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",13.796,7.818,25.153,100,63,99,"Urban, Urban, Urban, Urban",NA,NA,248960,NA,50.774225,6.1025,1
4_Eur,DEU,Germany,Aachen/DEU,2021,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",14.528,9.055,25.274,97,73,97,"Urban, Urban, Urban, Urban",NA,NA,248960,NA,50.774225,6.1025,1
4_Eur,CHE,Switzerland,Aadorf/CHE,2010,"V4.0 (2018), V4.0 (2018)",16.271,NA,14.17,100,NA,100,NA,NA,NA,7301,"manual, manual",47.479767,8.904696,1
4_Eur,CHE,Switzerland,Aadorf/CHE,2013,"V4.0 (2018), V4.0 (2018)",15.295,NA,13.745,NA,NA,99,NA,NA,NA,7301,"manual, manual",47.4798,8.90468,1
4_Eur,CHE,Switzerland,Aadorf/CHE,2015,"V5.0 (2022), V5.0 (2022)",13.19,NA,12.938,NA,NA,100,NA,NA,NA,7301,"manual, manual",47.4798,8.90468,1
4_Eur,CHE,Switzerland,Aadorf/CHE,2016,"V5.0 (2022), V5.0 (2022)",11.451,NA,11.905,NA,NA,100,NA,NA,NA,7301,"manual, manual",47.4798,8.90468,1
4_Eur,CHE,Switzerland,Aadorf/CHE,2017,"V5.0 (2022), V5.0 (2022)",11.322,NA,11.3,NA,NA,100,NA,NA,NA,7301,"manual, manual",47.4798,8.90468,1
4_Eur,CHE,Switzerland,Aadorf/CHE,2018,"V5.0 (2022), V5.0 (2022)",13.026,NA,11.98,NA,NA,99,NA,NA,NA,7301,"manual, manual",47.4798,8.90468,1
4_Eur,CHE,Switzerland,Aadorf/CHE,2019,"V5.0 (2022), V5.0 (2022)",10.931,NA,11.113,NA,NA,100,NA,NA,NA,7301,"manual, manual",47.4798,8.90468,1
4_Eur,DNK,Denmark,Aalborg/DNK,2010,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",NA,17.319,26.971,NA,90,90,NA,NA,NA,192367,"old database, old database, old database, old database",57.049444,9.924178,1
4_Eur,DNK,Denmark,Aalborg/DNK,2013,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",NA,11.001,22.924,NA,95,92,"Urban, Urban",NA,NA,196061,"old database, old database, old database, old database",57.04944613,9.924185417,1
4_Eur,DNK,Denmark,Aalborg/DNK,2014,"V6.0  (2023), V6.0  (2023)",NA,16.024,22.576,NA,38,79,"Urban, Urban",NA,NA,203448,NA,57.04945,9.9242,1
4_Eur,DNK,Denmark,Aalborg/DNK,2015,V6.0  (2023),NA,NA,11.558,NA,NA,92,Urban,NA,NA,203448,NA,57.0467,9.9309,1
4_Eur,DNK,Denmark,Aalborg/DNK,2016,V6.0  (2023),NA,NA,12.876,NA,NA,93,Urban,NA,NA,203448,NA,57.0467,9.9309,1
4_Eur,DNK,Denmark,Aalborg/DNK,2017,V6.0  (2023),NA,8.134,11.346,NA,96,93,Urban,NA,NA,203448,NA,57.0467,9.9309,1
4_Eur,DNK,Denmark,Aalborg/DNK,2018,V6.0  (2023),NA,11.503,11.382,NA,95,93,Urban,NA,NA,203448,NA,57.0467,9.9309,1
4_Eur,DNK,Denmark,Aalborg/DNK,2019,V6.0  (2023),NA,9.558,10.229,NA,96,94,Urban,NA,NA,203448,NA,57.0467,9.9309,1
4_Eur,DNK,Denmark,Aalborg/DNK,2020,"V6.0  (2023), V6.0  (2023)",NA,7.548,13.243,NA,98,92,"Urban, Urban",NA,NA,203448,NA,57.046,9.92295,1
4_Eur,DEU,Germany,Aalen/DEU,2010,"V4.0 (2018), V4.0 (2018), V4.0 (2018)",21.047,NA,22.466,100,NA,96,NA,NA,NA,66319,"old database, old database, old database",48.847917,10.096292,1
4_Eur,DEU,Germany,Aalen/DEU,2013,"V4.0 (2018), V4.0 (2018), V4.0 (2018)",17.698,NA,20.548,98,NA,97,Suburban,NA,NA,66319,"old database, old database",48.84791133,10.09629467,1
4_Eur,DEU,Germany,Aalen/DEU,2014,V6.0  (2023),19.114,NA,21.772,94,NA,98,Suburban,NA,NA,NA,NA,48.8479,10.0963,1
4_Eur,DEU,Germany,Aalen/DEU,2015,V6.0  (2023),19.852,NA,23.248,96,NA,98,Suburban,NA,NA,NA,NA,48.8479,10.0963,1
4_Eur,DEU,Germany,Aalen/DEU,2016,V6.0  (2023),15.22,NA,21.305,99,NA,98,Suburban,NA,NA,NA,NA,48.8479,10.0963,1
4_Eur,DEU,Germany,Aalen/DEU,2017,V6.0  (2023),16.097,NA,20.397,99,NA,97,Suburban,NA,NA,NA,NA,48.8479,10.0963,1
4_Eur,DEU,Germany,Aalen/DEU,2018,V6.0  (2023),15.3,NA,21.72,100,NA,98,Suburban,NA,NA,NA,NA,48.8479,10.0963,1
4_Eur,DEU,Germany,Aalen/DEU,2019,V6.0  (2023),13.862,NA,21.334,100,NA,98,Suburban,NA,NA,NA,NA,48.8479,10.0963,1
4_Eur,DEU,Germany,Aalen/DEU,2020,V6.0  (2023),12.248,NA,19.897,100,NA,98,Suburban,NA,NA,NA,NA,48.8479,10.0963,1
4_Eur,DEU,Germany,Aalen/DEU,2021,V6.0  (2023),12.013,9.657,16.879,99,99,97,Suburban,NA,NA,NA,NA,48.8479,10.0963,1
4_Eur,NOR,Norway,Aalesund/NOR,2010,"V4.0 (2018), V4.0 (2018), V4.0 (2018)",15.533,NA,29.321,94,NA,82,NA,NA,NA,45747,"old database, old database, old database",62.47138967,6.166125,1
4_Eur,CHE,Switzerland,Aarau/CHE,2018,V5.0 (2022),14.8,11.5,23.8,NA,NA,NA,NA,NA,NA,NA,NA,47.3878796,8.04970733,1
4_Eur,CHE,Switzerland,Aarau/CHE,2019,V5.0 (2022),13.2,9.8,22.2,NA,NA,NA,NA,NA,NA,NA,NA,47.3878796,8.04970733,1
4_Eur,CHE,Switzerland,Aarau/CHE,2020,V6.0  (2023),12.4,8.9,18.6,NA,NA,NA,Traffic,National Air Pollution Monitoring Network NABEL,https://www.bafu.admin.ch/bafu/en/home/topics/air/state/data/national-air-pollution-monitoring-network--nabel-.html; data: https://www.arias.ch/ibonline/ib_online.php,NA,NA,47.38787963,8.049707329,1
4_Eur,CHE,Switzerland,Aarau/CHE,2021,V6.0  (2023),12.7,9.4,18.4,NA,NA,NA,Traffic,National Air Pollution Monitoring Network NABEL,https://www.bafu.admin.ch/bafu/en/home/topics/air/state/data/national-air-pollution-monitoring-network--nabel-.html; data: https://www.arias.ch/ibonline/ib_online.php,NA,NA,47.38787963,8.049707329,1
4_Eur,DNK,Denmark,Aarhus/DNK,2013,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",20.96,10.6,26.895,NA,NA,91,NA,NA,NA,249709,"manual, manual, manual, manual, manual",56.15077972,10.19939956,1
4_Eur,BEL,Belgium,Aarschot/BEL,2010,"V4.0 (2018), V4.0 (2018)",25.552,NA,22.377,86,NA,90,NA,NA,NA,28647,"old database, old database",50.978088,4.836336,1
4_Eur,BEL,Belgium,Aarschot/BEL,2013,"V4.0 (2018), V4.0 (2018), V4.0 (2018)",23.483,NA,21.756,86,NA,95,Rural,NA,NA,28647,"old database, old database",50.97752759,4.83761201,1
4_Eur,BEL,Belgium,Aarschot/BEL,2014,V6.0  (2023),20.804,13.865,19.389,91,42,94,Rural,NA,NA,NA,NA,50.9775,4.8376,1
4_Eur,BEL,Belgium,Aarschot/BEL,2015,V6.0  (2023),20.734,13.434,18.678,100,100,94,Rural,NA,NA,NA,NA,50.9775,4.8376,1
4_Eur,BEL,Belgium,Aarschot/BEL,2016,V6.0  (2023),19.66,12.877,19.498,100,100,97,Rural,NA,NA,NA,NA,50.9775,4.8376,1
4_Eur,BEL,Belgium,Aarschot/BEL,2017,V6.0  (2023),19.566,12.619,19.038,100,100,97,Rural,NA,NA,NA,NA,50.9775,4.8376,1
4_Eur,BEL,Belgium,Aarschot/BEL,2018,V6.0  (2023),21.319,13.56,16.999,99,99,93,Rural,NA,NA,NA,NA,50.9775,4.8376,1
4_Eur,BEL,Belgium,Aarschot/BEL,2019,V6.0  (2023),19.151,11.705,15.632,100,100,97,Rural,NA,NA,NA,NA,50.9775,4.8376,1
4_Eur,BEL,Belgium,Aarschot/BEL,2020,V6.0  (2023),18.159,10.104,12.212,98,98,97,Rural,NA,NA,NA,NA,50.9775,4.8376,1
4_Eur,ESP,Spain,Abanto Y Ciervana/ESP,2010,"V4.0 (2018), V4.0 (2018)",20.093,NA,18.767,98,NA,99,NA,NA,NA,9688,"old database, old database",43.320556,-3.073889,1
4_Eur,GEO,Georgia,Abastumani/GEO,2014,V5.0 (2022),27.76,NA,NA,76,NA,NA,NA,NA,NA,1368,old database,41.75556946,42.83152008,1
4_Eur,ITA,Italy,Abbadia Cerreto/ITA,2013,"V4.0 (2018), V4.0 (2018)",NA,NA,23.234,NA,NA,90,Rural,"European Environmental Agency, European Environmental Agency",NA,231,city_pop,45.308605,9.586105,1
4_Eur,ITA,Italy,Abbadia Cerreto/ITA,2014,V6.0  (2023),NA,NA,20.246,NA,NA,94,Rural,NA,NA,NA,NA,45.3086,9.5861,1
4_Eur,ITA,Italy,Abbadia Cerreto/ITA,2015,V6.0  (2023),NA,NA,19.641,NA,NA,98,Rural,NA,NA,NA,NA,45.3086,9.5861,1
4_Eur,ITA,Italy,Abbadia Cerreto/ITA,2016,V6.0  (2023),NA,NA,19.775,NA,NA,94,Rural,NA,NA,NA,NA,45.3086,9.5861,1
4_Eur,ITA,Italy,Abbadia Cerreto/ITA,2017,V6.0  (2023),NA,NA,21.518,NA,NA,96,Rural,NA,NA,NA,NA,45.3086,9.5861,1
4_Eur,ITA,Italy,Abbadia Cerreto/ITA,2018,V6.0  (2023),NA,NA,21.34,NA,NA,87,Rural,NA,NA,NA,NA,45.3086,9.5861,1
4_Eur,ITA,Italy,Abbadia Cerreto/ITA,2019,V6.0  (2023),NA,NA,21.711,NA,NA,97,Rural,NA,NA,NA,NA,45.3086,9.5861,1
4_Eur,ITA,Italy,Abbadia Cerreto/ITA,2020,V6.0  (2023),NA,NA,19.492,NA,NA,98,Rural,NA,NA,NA,NA,45.3086,9.5861,1
4_Eur,ITA,Italy,Abbadia Cerreto/ITA,2021,V6.0  (2023),NA,NA,20.002,NA,NA,98,Rural,NA,NA,NA,NA,45.3086,9.5861,1
4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Aberdeen/GBR,2010,"V4.0 (2018), V4.0 (2018), V4.0 (2018)",13.295,7.074,58.645,NA,80,79,NA,NA,NA,208361,"old database, old database, old database",57.15309167,-2.098342667,1
4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Aberdeen/GBR,2013,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",13.484,8.59,38.939,89,83,81,"Urban, Urban",NA,NA,216289,"old database, old database, old database",57.152255,-2.0991656,1
4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Aberdeen/GBR,2014,"V6.0  (2023), V6.0  (2023)",14.538,10.204,34.163,80,87,93,"Urban, Urban",NA,NA,228180,NA,57.151,-2.1004,1
4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Aberdeen/GBR,2015,"V6.0  (2023), V6.0  (2023)",11.706,8.039,34.376,97,88,99,"Urban, Urban",NA,NA,228180,NA,57.151,-2.1004,1
4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Aberdeen/GBR,2016,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",11.761,5.372,36.7,96,95,94,"Urban, Urban, Urban",NA,NA,228180,NA,57.1453,-2.098333333,1
4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Aberdeen/GBR,2017,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",11.412,5.781,33.814,96,96,96,"Urban, Urban, Urban",NA,NA,228180,NA,57.1453,-2.098333333,1
4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Aberdeen/GBR,2018,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",14.284,6.871,32.603,96,98,99,"Urban, Urban, Urban",NA,NA,228180,NA,57.1453,-2.098333333,1
4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Aberdeen/GBR,2019,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",13.711,7.259,29.171,93,93,98,"Urban, Urban, Urban",NA,NA,228180,NA,57.1453,-2.098333333,1
4_Eur,GBR,United Kingdom of Great Britain and Northern Ireland,Aberdeen/GBR,2020,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",9.435,5.018,20.728,100,100,97,"Urban, Urban, Urban",NA,NA,229060,"ONS, UK, ONS, UK, ONS, UK",57.14526767,-2.098316,1
4_Eur,FRA,France,Abos/FRA,2010,V4.0 (2018),NA,NA,9.302,NA,NA,99,NA,NA,NA,544,city_pop,43.359722,-0.566944,1
4_Eur,FRA,France,Abos/FRA,2013,"V4.0 (2018), V4.0 (2018)",18.518,NA,8.976,88,NA,97,"Rural, Rural",NA,NA,NA,NA,43.368,-0.55255,1
4_Eur,FRA,France,Abos/FRA,2014,V6.0  (2023),17.516,NA,8.452,95,NA,97,Rural,NA,NA,NA,NA,43.3763,-0.5382,1
4_Eur,FRA,France,Abos/FRA,2015,V6.0  (2023),19.062,NA,10.849,97,NA,95,Rural,NA,NA,NA,NA,43.3763,-0.5382,1
4_Eur,FRA,France,Abos/FRA,2016,V6.0  (2023),12.6,NA,9.429,91,NA,99,Rural,NA,NA,NA,NA,43.3763,-0.5382,1
4_Eur,FRA,France,Abos/FRA,2017,V6.0  (2023),13.114,NA,9.252,97,NA,98,Rural,NA,NA,NA,NA,43.3763,-0.5382,1
4_Eur,FRA,France,Abos/FRA,2018,V6.0  (2023),11.604,NA,8.283,99,NA,99,Rural,NA,NA,NA,NA,43.3763,-0.5382,1
4_Eur,FRA,France,Abos/FRA,2019,V6.0  (2023),13.846,NA,8.99,95,NA,95,Rural,NA,NA,NA,NA,43.3763,-0.5382,1
4_Eur,FRA,France,Abos/FRA,2020,V6.0  (2023),12.985,NA,7.913,97,NA,97,Rural,NA,NA,NA,NA,43.3763,-0.5382,1
4_Eur,FRA,France,Abos/FRA,2021,V6.0  (2023),12.148,NA,7.77,96,NA,90,Rural,NA,NA,NA,NA,43.3763,-0.5382,1
4_Eur,ESP,Spain,Acebedo/ESP,2013,V4.0 (2018),11.221,NA,6.938,45,NA,96,Rural,NA,NA,NA,NA,43.0414,-5.0897,1
4_Eur,ESP,Spain,Acebedo/ESP,2014,V6.0  (2023),11.183,NA,4.982,84,NA,95,Rural,NA,NA,NA,NA,43.0414,-5.0897,1
4_Eur,ESP,Spain,Acebedo/ESP,2015,V6.0  (2023),NA,NA,3.373,NA,NA,99,Rural,NA,NA,NA,NA,43.0414,-5.0897,1
4_Eur,ESP,Spain,Acebedo/ESP,2016,V6.0  (2023),13.48,NA,2.371,89,NA,99,Rural,NA,NA,NA,NA,43.0414,-5.0897,1
4_Eur,ESP,Spain,Acebedo/ESP,2017,V6.0  (2023),NA,NA,3.234,NA,NA,99,Rural,NA,NA,NA,NA,43.0414,-5.0897,1
4_Eur,ESP,Spain,Acebedo/ESP,2018,V6.0  (2023),16.976,NA,4.331,90,NA,98,Rural,NA,NA,NA,NA,43.0414,-5.0897,1
4_Eur,ESP,Spain,Acebedo/ESP,2019,V6.0  (2023),NA,NA,3.165,NA,NA,94,Rural,NA,NA,NA,NA,43.0414,-5.0897,1
4_Eur,ESP,Spain,Acebedo/ESP,2020,V6.0  (2023),17.464,NA,2.586,92,NA,99,Rural,NA,NA,NA,NA,43.0414,-5.0897,1
4_Eur,ESP,Spain,Acebedo/ESP,2021,V6.0  (2023),16.254,NA,2.385,6,NA,99,Rural,NA,NA,NA,NA,43.0414,-5.0897,1
4_Eur,ITA,Italy,Acerra/ITA,2015,V6.0  (2023),44.924,NA,NA,92,NA,NA,Urban,NA,NA,NA,NA,40.9411,14.3698,1
4_Eur,ITA,Italy,Acerra/ITA,2016,V6.0  (2023),40.051,18.029,27.94,72,58,27,Urban,NA,NA,NA,NA,40.9411,14.3698,1
4_Eur,ITA,Italy,Acerra/ITA,2017,V6.0  (2023),37.178,15.425,22.617,93,90,91,Urban,NA,NA,NA,NA,40.9411,14.3698,1
4_Eur,ITA,Italy,Acerra/ITA,2018,V6.0  (2023),35.423,14.813,28.362,98,95,86,Urban,NA,NA,NA,NA,40.9411,14.3698,1
4_Eur,ITA,Italy,Acerra/ITA,2019,V6.0  (2023),34.705,14.788,25.38,97,96,88,Urban,NA,NA,NA,NA,40.9411,14.3698,1
4_Eur,ITA,Italy,Acerra/ITA,2020,V6.0  (2023),37.963,15.566,22.312,96,88,90,Urban,NA,NA,NA,NA,40.9411,14.3698,1
4_Eur,ITA,Italy,Acerra/ITA,2021,V6.0  (2023),36.734,14.427,29.732,95,92,91,Urban,NA,NA,NA,NA,40.9411,14.3698,1
4_Eur,ITA,Italy,Acquapendente/ITA,2013,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",14.085,10.255,6.253,97,97,95,Rural,NA,NA,2454,"old database, old database, old database",42.74269,11.86785,1
4_Eur,ITA,Italy,Acquapendente/ITA,2014,V6.0  (2023),13.989,9.47,6.344,97,97,95,Rural,NA,NA,NA,NA,42.7366,11.8764,1
4_Eur,ITA,Italy,Acquapendente/ITA,2015,V6.0  (2023),14.975,10.437,6.476,98,98,95,Rural,NA,NA,NA,NA,42.7366,11.8764,1
4_Eur,ITA,Italy,Acquapendente/ITA,2016,V6.0  (2023),14.35,9.376,6.218,96,95,95,Rural,NA,NA,NA,NA,42.7366,11.8764,1
4_Eur,ITA,Italy,Acquapendente/ITA,2017,V6.0  (2023),15.017,10.012,6.524,95,92,94,Rural,NA,NA,NA,NA,42.7366,11.8764,1
4_Eur,ITA,Italy,Acquapendente/ITA,2018,V6.0  (2023),14.68,10.329,6.09,99,99,94,Rural,NA,NA,NA,NA,42.7366,11.8764,1
4_Eur,ITA,Italy,Acquapendente/ITA,2019,V6.0  (2023),14.528,10.083,5.302,97,96,90,Rural,NA,NA,NA,NA,42.7366,11.8764,1
4_Eur,ITA,Italy,Acquapendente/ITA,2020,V6.0  (2023),14.617,9.525,4.924,98,97,92,Rural,NA,NA,NA,NA,42.7366,11.8764,1
4_Eur,ITA,Italy,Acquapendente/ITA,2021,V6.0  (2023),14.688,9.106,4.599,98,98,89,Rural,NA,NA,NA,NA,42.7366,11.8764,1
4_Eur,ITA,Italy,Acri/ITA,2015,V6.0  (2023),21.634,15.728,28.732,94,93,99,Urban,NA,NA,NA,NA,39.4896,16.3868,1
4_Eur,ITA,Italy,Acri/ITA,2016,V6.0  (2023),21.452,14.215,20.719,93,96,97,Urban,NA,NA,NA,NA,39.4896,16.3868,1
4_Eur,ITA,Italy,Acri/ITA,2017,V6.0  (2023),21.132,14.661,23.147,94,95,98,Urban,NA,NA,NA,NA,39.4896,16.3868,1
4_Eur,ITA,Italy,Acri/ITA,2018,V6.0  (2023),21.669,13.591,19.728,95,93,98,Urban,NA,NA,NA,NA,39.4896,16.3868,1
4_Eur,ITA,Italy,Acri/ITA,2019,V6.0  (2023),19.836,12.765,15.35,93,94,97,Urban,NA,NA,NA,NA,39.4896,16.3868,1
4_Eur,ITA,Italy,Acri/ITA,2020,V6.0  (2023),18.793,12.02,18.672,95,92,98,Urban,NA,NA,NA,NA,39.4896,16.3868,1
4_Eur,ITA,Italy,Acri/ITA,2021,V6.0  (2023),21.857,12.235,14.241,89,91,98,Urban,NA,NA,NA,NA,39.4896,16.3868,1
4_Eur,TUR,Türkiye,Adalar/TUR,2016,V6.0  (2023),14.653,3.355,NA,100,100,NA,Rural,European Environmental Agency,https://www.eea.europa.eu/themes/air/explore-air-pollution-data,NA,NA,40.8579,29.121,1
4_Eur,TUR,Türkiye,Adalar/TUR,2017,V6.0  (2023),25.83,NA,NA,94,NA,NA,Rural,European Environmental Agency,https://www.eea.europa.eu/themes/air/explore-air-pollution-data,NA,NA,40.8579,29.121,1
4_Eur,TUR,Türkiye,Adalar/TUR,2018,V6.0  (2023),23.372,NA,NA,93,NA,NA,Rural,European Environmental Agency,https://www.eea.europa.eu/themes/air/explore-air-pollution-data,NA,NA,40.8579,29.121,1
4_Eur,TUR,Türkiye,Adalar/TUR,2019,V6.0  (2023),21.815,NA,NA,96,NA,NA,Rural,European Environmental Agency,https://www.eea.europa.eu/themes/air/explore-air-pollution-data,NA,NA,40.8579,29.121,1
4_Eur,TUR,Türkiye,Adalar/TUR,2020,V6.0  (2023),17.639,NA,NA,83,NA,NA,Rural,European Environmental Agency,https://www.eea.europa.eu/themes/air/explore-air-pollution-data,NA,NA,40.8579,29.121,1
4_Eur,TUR,Türkiye,Adana/TUR,2010,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",57.176,NA,NA,89,NA,NA,NA,"European Environmental Agency, European Environmental Agency, European Environmental Agency, European Environmental Agency","https://www.eea.europa.eu/themes/air/explore-air-pollution-data, https://www.eea.europa.eu/themes/air/explore-air-pollution-data, https://www.eea.europa.eu/themes/air/explore-air-pollution-data, https://www.eea.europa.eu/themes/air/explore-air-pollution-data",1770850,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",37.010763,35.31610975,1
4_Eur,TUR,Türkiye,Adana/TUR,2015,V6.0  (2023),63.811,NA,27.528,88,NA,86,Urban,European Environmental Agency,https://www.eea.europa.eu/themes/air/explore-air-pollution-data,1770850,Imputed_from_UNWUP2018,37.0041,35.344,1
4_Eur,TUR,Türkiye,Adana/TUR,2016,V6.0  (2023),44.859,NA,10.93,100,NA,100,Urban,European Environmental Agency,https://www.eea.europa.eu/themes/air/explore-air-pollution-data,1770850,Imputed_from_UNWUP2018,37.0041,35.344,1
4_Eur,TUR,Türkiye,Adana/TUR,2017,V6.0  (2023),88.556,NA,21.817,93,NA,98,Urban,European Environmental Agency,https://www.eea.europa.eu/themes/air/explore-air-pollution-data,1770850,Imputed_from_UNWUP2018,37.0041,35.344,1
4_Eur,TUR,Türkiye,Adana/TUR,2018,V6.0  (2023),94.148,NA,18.833,89,NA,91,Urban,European Environmental Agency,https://www.eea.europa.eu/themes/air/explore-air-pollution-data,1770850,Imputed_from_UNWUP2018,37.0041,35.344,1
4_Eur,TUR,Türkiye,Adana/TUR,2019,V6.0  (2023),82.89,NA,36.258,92,NA,77,Urban,European Environmental Agency,https://www.eea.europa.eu/themes/air/explore-air-pollution-data,1770850,Imputed_from_UNWUP2018,37.0041,35.344,1
4_Eur,TUR,Türkiye,Adana/TUR,2020,V6.0  (2023),44.177,NA,50.276,85,NA,90,Urban,European Environmental Agency,https://www.eea.europa.eu/themes/air/explore-air-pollution-data,1770850,Imputed_from_UNWUP2018,37.0041,35.344,1
4_Eur,TUR,Türkiye,Adapazari/TUR,2015,"V6.0  (2023), V6.0  (2023)",61.353,35.678,25.823,97,96,97,"Urban, Urban","European Environmental Agency, European Environmental Agency","https://www.eea.europa.eu/themes/air/explore-air-pollution-data, https://www.eea.europa.eu/themes/air/explore-air-pollution-data",NA,NA,40.78,30.4034,1
